model,diversification,personalize,lambda_param,NDCG@10,Recall@10,Precision@10,MRR@10,Novelty,CatalogCoverage,APLT,ACLT,CompositeDiv
EASEᴿ,I_DIV+A_DIV,P,0.7,0.07730634517009025,0.07414658952075089,0.05075921908893709,0.16906139172950455,9.751002796367345,0.7706848466067556,0.046637744034707156,0.08065326633165829,0.1460248266734052
EASEᴿ,I_DIV+A_DIV,P,0.8,0.07704200680377003,0.0725300871992594,0.04967462039045553,0.17068355541782876,9.691220416513186,0.7706590228282202,0.03872017353579176,0.06633165829145729,0.12214972547385053
EASEᴿ,I_DIV+A_DIV,P,0.9,0.07605663500763372,0.07213240100981619,0.04945770065075922,0.16779645697758494,9.652730137848184,0.7708656130565025,0.033622559652928416,0.05879396984924623,0.10925505001251444
EASEᴿ,I_DIV,NP,0.1,0.06362450762239066,0.0693839373104146,0.04718004338394794,0.1303317494749165,9.651047240874696,0.8386530317116002,0.036442516268980485,0.062311557788944726,0.11600406377644759
EASEᴿ,I_DIV,NP,0.2,0.06595086670246889,0.0696750030386693,0.04804772234273318,0.13636719691491925,9.625633938305485,0.8130100196260718,0.03188720173535792,0.05728643216080402,0.1070312150296308
EASEᴿ,I_DIV,NP,0.3,0.06738607579997247,0.07049568272052037,0.04848156182212581,0.13852821678201288,9.624628191024152,0.8018024997417623,0.031995661605206074,0.057035175879396986,0.10649497079931058
EASEᴿ,I_DIV,NP,0.4,0.0676782205017366,0.07084667091044565,0.04859002169197397,0.13892375098991147,9.622579960532459,0.793797128395827,0.031453362255965296,0.05552763819095478,0.10379464128832422
EASEᴿ,I_DIV,NP,0.5,0.06887106915985222,0.07075112292986513,0.04848156182212582,0.14368866852597872,9.62230753252667,0.7877285404400373,0.0306941431670282,0.05301507537688442,0.0993441690481908
EASEᴿ,I_DIV,NP,0.6,0.07198317903777375,0.07096308045329387,0.048698481561822125,0.15465516647729233,9.620468966166378,0.7818148951554592,0.029934924078091108,0.05226130653266332,0.09797346526570565
EASEᴿ,I_DIV,NP,0.7,0.07323791170444768,0.0712673706437012,0.04880694143167028,0.15841510863202837,9.620056284328516,0.7769858485693627,0.029826464208242955,0.05201005025125628,0.097494024002046
EASEᴿ,I_DIV,NP,0.8,0.07549964497172627,0.07144813709344813,0.048915401301518446,0.1677603036876356,9.620800882537358,0.7746875322797232,0.030151843817787422,0.05226130653266332,0.09791701902537744
EASEᴿ,I_DIV,NP,0.9,0.07589775730438841,0.07202658973263831,0.049240780911062904,0.16726319595083153,9.620400207626675,0.7730348104534657,0.029934924078091108,0.05226130653266332,0.09790379079223721
EASEᴿ,A_DIV,NP,0.1,0.025672413008117522,0.02964257797835698,0.020824295010845987,0.04733670764039527,13.332914434240006,0.7574114244396241,0.9453362255965294,0.6437185929648241,0.6959522819144908
EASEᴿ,A_DIV,NP,0.2,0.045503222663754936,0.04828234863261021,0.035357917570498915,0.08902833729297938,12.387886893015082,0.748037392831319,0.6554229934924077,0.5449748743718593,0.6305610465173461
EASEᴿ,A_DIV,NP,0.3,0.06775188459966403,0.06190989912438607,0.04490238611713665,0.1523633061322866,11.657368680756868,0.7434149364735049,0.409002169197397,0.4158291457286432,0.5333365124770758
EASEᴿ,A_DIV,NP,0.4,0.08002906838406386,0.07195547457682874,0.05151843817787419,0.179509262128568,10.9873317422057,0.749251110422477,0.2643167028199566,0.30954773869346736,0.4380982981583307
EASEᴿ,A_DIV,NP,0.5,0.08320892616091514,0.0779586597978185,0.054446854663774406,0.18226853286506217,10.417814639370125,0.7543900423509968,0.1547722342733189,0.21407035175879396,0.3335036573753816
EASEᴿ,A_DIV,NP,0.6,0.08105313940723007,0.07531164524112115,0.052060737527114966,0.1781001446131598,10.090485617807593,0.75983885962194,0.09761388286334056,0.14748743718592966,0.24702620539973152
EASEᴿ,A_DIV,NP,0.7,0.07931310358419474,0.07392880898843672,0.0509761388286334,0.17529955583100917,9.893360555179452,0.7637124264022312,0.0668112798264642,0.10728643216080402,0.18814256900575768
EASEᴿ,A_DIV,NP,0.8,0.07825257588548117,0.07325652995390172,0.050433839479392624,0.1731269152635747,9.756463929879525,0.7668887511620701,0.04544468546637744,0.07763819095477387,0.14100167166851915
EASEᴿ,A_DIV,NP,0.9,0.07684090911858386,0.07199682617250597,0.04956616052060738,0.17050106738284615,9.675500080921458,0.7690321247804979,0.03557483731019522,0.061306532663316586,0.11356015441250385
EASEᴿ,I_DIV+A_DIV,NP,0.1,0.03618389448671681,0.04185133600184002,0.030043383947939265,0.06721800433839478,12.64021658230553,0.8144045036669767,0.7426247288503254,0.564321608040201,0.6666821716105132
EASEᴿ,I_DIV+A_DIV,NP,0.2,0.062322917078393304,0.06535608267089499,0.04696312364425163,0.12472626794752607,11.502915315198326,0.7772699101332506,0.37364425162689807,0.38894472361809046,0.5184552167742639
EASEᴿ,I_DIV+A_DIV,NP,0.3,0.0744626789289712,0.07537138109739905,0.05314533622559653,0.15221223702785525,10.621498556835762,0.7746875322797232,0.19739696312364424,0.2515075376884422,0.37973239089455585
EASEᴿ,I_DIV+A_DIV,NP,0.4,0.07563809062055182,0.07530851163377036,0.05216919739696312,0.15825543160141858,10.170556468437187,0.772130978204731,0.11171366594360087,0.16557788944723617,0.27268125994820025
EASEᴿ,I_DIV+A_DIV,NP,0.5,0.07677122416218934,0.0752247799882166,0.0517353579175705,0.1631869125090383,9.949465676925561,0.7706331990496851,0.07516268980477223,0.11959798994974874,0.2070612279906216
EASEᴿ,I_DIV+A_DIV,NP,0.6,0.07684602111388113,0.07291479528461825,0.050433839479392624,0.16759029714561166,9.816262227504215,0.770452432599938,0.05357917570498915,0.0907035175879397,0.16229986161218102
EASEᴿ,I_DIV+A_DIV,NP,0.7,0.07682058916251558,0.07260706192373957,0.05,0.16891893055125157,9.735933684566472,0.7698326619150914,0.04251626898047722,0.07336683417085427,0.1339663638515147
EASEᴿ,I_DIV+A_DIV,NP,0.8,0.07633182420532438,0.07206913275240476,0.04956616052060738,0.16857030954102536,9.682794924412157,0.7704266088214027,0.036225596529284164,0.06206030150753769,0.11486765026490026
EASEᴿ,I_DIV+A_DIV,NP,0.9,0.07628281018023374,0.07142741185580316,0.04913232104121475,0.17006679750714457,9.649320230582322,0.7706073752711496,0.03275488069414317,0.05678391959798995,0.10577367083838084
VAECF,I_DIV,P,0.1,0.027734053076019033,0.030822552847394522,0.02125813449023861,0.05924534311193747,9.770209110308896,0.8153599834727818,0.07039045553145337,0.03743718592964824,0.07158744047486625
VAECF,I_DIV,P,0.2,0.027888517475446965,0.030506818027863605,0.021041214750542298,0.0607646420824295,9.756460850667608,0.7864115277347382,0.06453362255965293,0.03391959798994975,0.06503413570187237
VAECF,I_DIV,P,0.3,0.027533505193812532,0.0302489715118826,0.020715835140997833,0.05937489240092277,9.753443775943712,0.7737578762524533,0.06464208242950109,0.03391959798994975,0.06499018962651816
VAECF,I_DIV,P,0.4,0.027136228923495303,0.029369671852756477,0.02017353579175705,0.05929569948008126,9.752860688820512,0.7653393244499536,0.0640997830802603,0.033668341708542715,0.06449927075782232
VAECF,I_DIV,P,0.5,0.026906850924227885,0.028587211363137636,0.019739696312364424,0.05947990910029956,9.752512558137088,0.7576438384464415,0.06388286334056399,0.033668341708542715,0.06447167700916895
VAECF,I_DIV,P,0.6,0.026713201828682795,0.028722786200447832,0.019848156182212577,0.058687549495575524,9.751826699448303,0.7524532589608512,0.06377440347071583,0.03341708542713568,0.0639922221628135
VAECF,I_DIV,P,0.7,0.027689883247905455,0.02899393587506822,0.020065075921908895,0.06274962985917433,9.75230116392357,0.7482956306166718,0.06399132321041215,0.033165829145728645,0.06351649137776687
VAECF,I_DIV,P,0.8,0.028267689681534983,0.02903008916501761,0.020065075921908895,0.06494335984574597,9.752170326211658,0.7447319491788039,0.06366594360086768,0.03341708542713568,0.063964022466797
VAECF,I_DIV,P,0.9,0.02846783370108859,0.02903008916501761,0.020065075921908895,0.0658532176428055,9.752190987580633,0.7423819853320938,0.06377440347071583,0.03341708542713568,0.06395532853405142
VAECF,A_DIV,P,0.1,0.007797694013488452,0.008597608706068577,0.005856832971800435,0.01620614261612092,13.054020490697908,0.750852184691664,0.8552060737527115,0.1771356783919598,0.28664752287920325
VAECF,A_DIV,P,0.2,0.015611628407979451,0.016439687993375626,0.011496746203904557,0.033646661846228006,11.783516697357685,0.7453000723065799,0.5019522776572668,0.13316582914572864,0.22595868986376444
VAECF,A_DIV,P,0.3,0.02285781819040313,0.022305988067272256,0.015509761388286334,0.0540681059119237,10.92943055439153,0.7425111042247702,0.2800433839479393,0.0957286432160804,0.16959248424407733
VAECF,A_DIV,P,0.4,0.027014289498215726,0.026363197127192817,0.018329718004338393,0.06374642771063596,10.361808154604576,0.7381727094308439,0.16789587852494578,0.0678391959798995,0.12425881743414989
VAECF,A_DIV,P,0.5,0.02745596422266405,0.02740475619478225,0.018872017353579178,0.06425343456254519,10.069020734758299,0.7378370003098853,0.11258134490238612,0.05452261306532663,0.10154177621904441
VAECF,A_DIV,P,0.6,0.02829377220069766,0.0283159834346429,0.019522776572668113,0.06598922287642461,9.934500658115933,0.7384309472161966,0.09023861171366593,0.04271356783919598,0.08075591584034643
VAECF,A_DIV,P,0.7,0.028170774372422946,0.02829098132178829,0.019414316702819956,0.06612135454326344,9.860946296102698,0.7388699514512964,0.07885032537960955,0.037939698492462315,0.0721734164482432
VAECF,A_DIV,P,0.8,0.02835421312198655,0.028751114102962286,0.019739696312364424,0.06618591398960162,9.809416015029043,0.7392314843507903,0.07114967462039044,0.03542713567839196,0.0676139228731437
VAECF,A_DIV,P,0.9,0.02838281743331159,0.028810978316839514,0.01984815618221258,0.0660839100643873,9.776334620703269,0.7391798367937197,0.0668112798264642,0.034170854271356785,0.06532199886862977
VAECF,I_DIV+A_DIV,P,0.1,0.01338076475253825,0.015760737816052348,0.010954446854663773,0.02609062424680646,12.017863477261656,0.8215060427641774,0.5939262472885033,0.16809045226130653,0.27907803424479755
VAECF,I_DIV+A_DIV,P,0.2,0.02114375016674056,0.023251326471938213,0.016268980477223426,0.04523895603071308,10.750719467901929,0.7808335915711189,0.25184381778741866,0.10603015075376884,0.18670715573703783
VAECF,I_DIV+A_DIV,P,0.3,0.025549955812463727,0.027251750306960747,0.018763557483731017,0.056146489687704436,10.165653617363835,0.7624470612540027,0.1339479392624729,0.0635678391959799,0.11735166559062986
VAECF,I_DIV+A_DIV,P,0.4,0.025974930506525325,0.028036617103215828,0.0193058568329718,0.05634059842302791,9.97073868057291,0.7533570912095859,0.0972885032537961,0.04723618090452261,0.08889835347257055
VAECF,I_DIV+A_DIV,P,0.5,0.02693149140578392,0.028218674741889518,0.019414316702819956,0.0608231759804428,9.883449060754828,0.7492252866439418,0.0824295010845987,0.038944723618090454,0.07404080677043871
VAECF,I_DIV+A_DIV,P,0.6,0.02772672310856292,0.02857034765321536,0.019631236442516267,0.06385015322108598,9.833457949515909,0.7468494990186964,0.07494577006507591,0.036180904522613064,0.06901824065719385
VAECF,I_DIV+A_DIV,P,0.7,0.02803071902439,0.028751114102962286,0.019739696312364424,0.06446777192438798,9.80168768773702,0.7440088833798163,0.07060737527114969,0.035175879396984924,0.06717576626829036
VAECF,I_DIV+A_DIV,P,0.8,0.028408828047685835,0.028991744766586443,0.019956616052060738,0.06579339255586544,9.780248932181447,0.7422270426608821,0.06735357917570499,0.034673366834170855,0.06625176202738614
VAECF,I_DIV+A_DIV,P,0.9,0.02843822789022119,0.02891943818668767,0.019956616052060738,0.06595349998278414,9.763914092961063,0.740522673277554,0.06540130151843818,0.033668341708542715,0.06440831764827434
VAECF,I_DIV,NP,0.1,0.02725210351494602,0.03037709266766102,0.02093275488069414,0.05844050201425472,9.764354014202722,0.816418758392728,0.06854663774403472,0.0364321608040201,0.06975169708956025
VAECF,I_DIV,NP,0.2,0.027946123941257235,0.03056509760078526,0.020932754880694144,0.061165771442344107,9.75550328960645,0.7870312984195847,0.06540130151843818,0.034673366834170855,0.06642051840279808
VAECF,I_DIV,NP,0.3,0.026390957716481162,0.029253464849347738,0.02017353579175705,0.05658979788589333,9.752831494365106,0.7738095238095238,0.06464208242950109,0.034170854271356785,0.06545142230975404
VAECF,I_DIV,NP,0.4,0.026018731415415337,0.028312188121736956,0.019739696312364427,0.05652739042109975,9.753109879660741,0.7652618531143478,0.06420824295010846,0.03391959798994975,0.06495990210687479
VAECF,I_DIV,NP,0.5,0.0266674271645346,0.02864961882793122,0.019956616052060738,0.058435767654856585,9.753689416769335,0.7567141824191715,0.06399132321041215,0.033668341708542715,0.06446830715926212
VAECF,I_DIV,NP,0.6,0.027411083598436956,0.028451636525827443,0.019739696312364424,0.06180490996109217,9.752197313394953,0.7516785456047929,0.06355748373101952,0.033668341708542715,0.06444991515782336
VAECF,I_DIV,NP,0.7,0.028226034936065816,0.028813169425321295,0.019956616052060738,0.06552439486278966,9.7522635740611,0.7478566263815722,0.06377440347071583,0.03341708542713568,0.06397550152605543
VAECF,I_DIV,NP,0.8,0.028436737866503532,0.02903008916501761,0.020065075921908895,0.0661407223771649,9.751638523635847,0.7447061254002687,0.06377440347071583,0.03341708542713568,0.0639639272144317
VAECF,I_DIV,NP,0.9,0.028636870221931756,0.02903008916501761,0.020065075921908895,0.06661717109114072,9.751974187286244,0.742485280446235,0.06366594360086768,0.03341708542713568,0.06395571179148063
VAECF,A_DIV,NP,0.1,0.0033183634433541164,0.0035864653543612336,0.002603036876355749,0.007450160107426918,13.45961443347391,0.7517043693833282,0.9504338394793925,0.15879396984924624,0.2621995358454189
VAECF,A_DIV,NP,0.2,0.008027789099517325,0.009752151018419999,0.007266811279826465,0.01585063526495197,12.35634577641022,0.7459456667699619,0.6092190889370932,0.11758793969849246,0.20315182507191124
VAECF,A_DIV,NP,0.3,0.019150191302925834,0.017292780571618135,0.012364425162689804,0.04817770202802741,11.290538591117619,0.7380435905381676,0.3181127982646421,0.07939698492462312,0.14337050934497186
VAECF,A_DIV,NP,0.4,0.02542296333576882,0.024134389841444098,0.017028199566160522,0.06123764762593396,10.412998837667475,0.7400061977068484,0.16225596529284167,0.060552763819095475,0.1119453348670247
VAECF,A_DIV,NP,0.5,0.028029663726095555,0.02821789220314603,0.019522776572668113,0.06476431498123472,10.025433636127412,0.7369331680611507,0.09718004338394794,0.04597989949748744,0.08655906870855466
VAECF,A_DIV,NP,0.6,0.028354140914026753,0.028407657848443128,0.01963123644251627,0.06650096408773197,9.909107478201143,0.7371139345108976,0.08134490238611713,0.038944723618090454,0.07398074399112965
VAECF,A_DIV,NP,0.7,0.028390236232651755,0.02829919797859497,0.019522776572668113,0.06686680095031505,9.843292390505837,0.7380177667596323,0.07342733188720173,0.036180904522613064,0.06898009863772478
VAECF,A_DIV,NP,0.8,0.02823454710709958,0.028673642767356462,0.01963123644251627,0.06589152291429949,9.802270613452755,0.738276004544985,0.06865509761388286,0.03492462311557789,0.06669423249699565
VAECF,A_DIV,NP,0.9,0.028404550851991346,0.028810978316839514,0.01984815618221258,0.06614416554763626,9.772502880527036,0.7388441276727612,0.0658351409978308,0.033668341708542715,0.0644019547794725
VAECF,I_DIV+A_DIV,NP,0.1,0.006722046327310855,0.0075837123830616235,0.005748373101952278,0.014134214784974003,12.616348493638307,0.8352184691664085,0.7164859002169197,0.14949748743718594,0.2536021921126957
VAECF,I_DIV+A_DIV,NP,0.2,0.018172087073400518,0.019507169581017992,0.013882863340563992,0.039374375925352055,11.025935109928866,0.7837000309885344,0.2790672451193059,0.08944723618090453,0.160568106670167
VAECF,I_DIV+A_DIV,NP,0.3,0.024884759076505798,0.026611790122532016,0.01843817787418655,0.05401861033639776,10.139461520993365,0.7611300485487037,0.1193058568329718,0.05728643216080402,0.1065531448094365
VAECF,I_DIV+A_DIV,NP,0.4,0.026760067458643448,0.028365518137106017,0.01984815618221258,0.058644940260992325,9.93195581877508,0.7519109596116105,0.08470715835140998,0.039949748743718594,0.0758685298997132
VAECF,I_DIV+A_DIV,NP,0.5,0.02730631270361311,0.028407657848443128,0.01963123644251627,0.06159530695864752,9.8646757443007,0.7486055159590952,0.0762472885032538,0.036683417085427134,0.06993962914493775
VAECF,I_DIV+A_DIV,NP,0.6,0.02781051358797597,0.02857034765321536,0.019631236442516267,0.0641643425265985,9.821190594402003,0.7449901869641566,0.0710412147505423,0.03492462311557789,0.06672139358878716
VAECF,I_DIV+A_DIV,NP,0.7,0.02801086933873569,0.028673642767356462,0.01963123644251627,0.06507118754949558,9.79491959073355,0.7427951657886582,0.06854663774403472,0.03442211055276382,0.0657951851898973
VAECF,I_DIV+A_DIV,NP,0.8,0.02854667811714263,0.028810978316839514,0.01984815618221258,0.06671357986433908,9.774205854537104,0.7418913335399235,0.06616052060737528,0.034170854271356785,0.06533254948310932
VAECF,I_DIV+A_DIV,NP,0.9,0.028232234693352343,0.028738671736940745,0.01984815618221258,0.06528767689288296,9.762767780990208,0.7401353165995249,0.0648590021691974,0.033668341708542715,0.06440685174406974
NeuMF,I_DIV,P,0.1,0.027494337685357497,0.030042934113025048,0.02125813449023861,0.06159831973280998,9.423469784242858,0.8521588678855491,0.037418655097613884,0.02814070351758794,0.054482248611861975
NeuMF,I_DIV,P,0.2,0.029615015185722966,0.031895465168376054,0.022559652928416486,0.06709361980511655,9.397508125727523,0.8302603036876357,0.02982646420824295,0.02336683417085427,0.04545440034529038
NeuMF,I_DIV,P,0.3,0.02885323566344168,0.030683627729514985,0.021800433839479393,0.06486072375443308,9.381848524048303,0.8194917880384259,0.027765726681127985,0.021608040201005024,0.0421058497595771
NeuMF,I_DIV,P,0.4,0.029169184184175172,0.031191064977733142,0.02212581344902386,0.06521623110560204,9.37512956572938,0.8126743105051133,0.027223427331887203,0.02236180904522613,0.04352594414062497
NeuMF,I_DIV,P,0.5,0.028746782916174184,0.030561395177781347,0.021800433839479393,0.06407008573494473,9.371422460022115,0.8066315463278587,0.026898047722342736,0.022110552763819097,0.04304130171639836
NeuMF,I_DIV,P,0.6,0.029251049205516015,0.030784181898741374,0.022017353579175707,0.06557346004200668,9.370623430615954,0.8009503150500983,0.02668112798264642,0.022110552763819097,0.04303315804370519
NeuMF,I_DIV,P,0.7,0.028813016939294635,0.030793751887257387,0.0220173535791757,0.06334099438763213,9.373131254167705,0.7965860964776367,0.02678958785249458,0.022110552763819097,0.04302682546316111
NeuMF,I_DIV,P,0.8,0.028768209474483553,0.03063880921604574,0.021908893709327547,0.06449574768446785,9.374431163736382,0.7924284681334574,0.02700650759219089,0.022110552763819097,0.043020729533414875
NeuMF,I_DIV,P,0.9,0.029010365999108424,0.030801499020817972,0.022017353579175707,0.06501351444410013,9.375460402864281,0.7877027166615019,0.026898047722342736,0.022613065326633167,0.043964028310369926
NeuMF,A_DIV,P,0.1,0.0073846355504038255,0.008672153187433269,0.005856832971800435,0.015219243879764487,12.366175343288523,0.754028509451503,0.7541214750542299,0.364572864321608,0.4915036579002906
NeuMF,A_DIV,P,0.2,0.01076799739168633,0.012766673535303114,0.008893709327548809,0.022669403987191406,11.608685274410519,0.7445770065075922,0.45021691973969635,0.25100502512562817,0.3754438394590387
NeuMF,A_DIV,P,0.3,0.017792972654797613,0.02000662331735245,0.013882863340563992,0.03901886857418311,10.991178300368798,0.7478049788245016,0.2804772234273319,0.16507537688442211,0.2704498742765425
NeuMF,A_DIV,P,0.4,0.024564140266021127,0.026305260555594664,0.01876355748373102,0.05636943497572565,10.486837043324124,0.7578762524532591,0.18383947939262474,0.10854271356783919,0.1898895296987262
NeuMF,A_DIV,P,0.5,0.027379540004053904,0.029669458911012137,0.021475054229934922,0.06103062700134284,10.102563080393052,0.7630668319388493,0.12396963123644252,0.07261306532663317,0.1326072863484479
NeuMF,A_DIV,P,0.6,0.02790292351412138,0.02946559145724038,0.021258134490238608,0.06315334159694247,9.851005989167279,0.7710205557277141,0.08937093275488069,0.05,0.09391001849452084
NeuMF,A_DIV,P,0.7,0.0280576835468094,0.029537898037139153,0.02147505422993493,0.06356393967565334,9.674443308377025,0.7773215576903213,0.06540130151843818,0.03768844221105527,0.07189123718718597
NeuMF,A_DIV,P,0.8,0.028106275520725057,0.03009334403727062,0.021800433839479393,0.06259597837688943,9.54619028712323,0.7803171160004133,0.04837310195227766,0.03241206030150754,0.06223890111386438
NeuMF,A_DIV,P,0.9,0.028507338753052728,0.030778059926137868,0.02212581344902386,0.06294459938711566,9.447285673451631,0.7835450883173226,0.03611713665943601,0.026884422110552763,0.05198516743510896
NeuMF,I_DIV+A_DIV,P,0.1,0.010047025112834392,0.012613171036355928,0.008459869848156183,0.02031728815893675,11.772588885440818,0.8258186137795682,0.5254880694143167,0.2748743718592965,0.41246083275550344
NeuMF,I_DIV+A_DIV,P,0.2,0.019670136237312234,0.02219789282152868,0.015509761388286334,0.04261052577213098,10.853811589637779,0.8002272492511104,0.25813449023861174,0.15829145728643215,0.26430185781524956
NeuMF,I_DIV+A_DIV,P,0.3,0.025477514993435823,0.02790007090311651,0.019956616052060738,0.05651103536136074,10.258879350499475,0.7921444065695693,0.15000000000000002,0.08969849246231155,0.16114924587984686
NeuMF,I_DIV+A_DIV,P,0.4,0.026863760777385514,0.029168618004084716,0.02125813449023861,0.05949023861171366,9.918462658851002,0.7913438694349758,0.1007592190889371,0.05728643216080402,0.1068386712258787
NeuMF,I_DIV+A_DIV,P,0.5,0.028407922816463465,0.029810338900686306,0.021691973969631236,0.06440019970388734,9.729953745526888,0.7908790414213408,0.07321041214750543,0.04321608040201005,0.08195394349654965
NeuMF,I_DIV+A_DIV,P,0.6,0.02818507212465338,0.029766868873485258,0.021583514099783083,0.06286325448472953,9.601500562034946,0.789665323830183,0.05629067245119306,0.0364321608040201,0.06965089373653975
NeuMF,I_DIV+A_DIV,P,0.7,0.028747086423911394,0.029912577587523692,0.021691973969631236,0.06561004372826498,9.520215373599115,0.7870312984195849,0.04490238611713666,0.030653266331658293,0.059008280311970245
NeuMF,I_DIV+A_DIV,P,0.8,0.02915860831857942,0.030778059926137868,0.02212581344902386,0.06571376923871501,9.455167379020217,0.7870829459766554,0.037744034707158355,0.027386934673366833,0.0529320721026056
NeuMF,I_DIV+A_DIV,P,0.9,0.02872407675064357,0.030801499020817972,0.022017353579175707,0.0637395413696932,9.4070957250113,0.7860758186137796,0.031453362255965296,0.02512562814070352,0.048694806420547805
